label,text
A,RT @skyflynl: Het grootste studentenfeest van Benelux #batavierenrace #batavierenfeest @skyflynl #DJ shows en event techniek  http://t.co/Z
A,Wageningse studenten derde in 41e Batavierenrace: NIJMEGEN - Een team van Wageningse studenten is derde geword... http://t.co/5Y7CIq5eLf
A,"@LiesMolenaar @Batavierenrace Ik had het van Jochem al gezien maar van Niels nog niet (wist zijn team niet), wat deed Niels dan?"
A,"RT @Batavierenrace: De 41e Batavierenrace is gewonnen door Nijmegen, op ruime afstand gevolgd door Eindhoven en Wageningen. (voorlopige uit"
C,Studiecadeaus.nl wenst alle Batavieren veel succes met de @batavierenrace ! #batavierenrace #bikkels
A,"@LiesMolenaar En de Batavierenrace is wle iets anders dan puur hardlopen he. Het is een feest op zich. Supergaaf, ik zweer het!"
A,"Wat een geweldig evenement is de @Batavierenrace, de estafetteloop, gezellig bbq en daarna het feest!"
A,Wat een dag &amp  wat een team!! Uitslag: @DEMCON 108 van totaal 324 teams in het alg klassement! We'll be back next year!! #Batavierenrace
A,RT @JoostWessels1: Overwinningen in #batavierenrace van '95 en '97 horen tot hoogtepunten mijn atletiek-loopbaan #tartantrappers
A,RT @Batavierenrace: WP26 is nu ook digitaal beschikbaar! Veel lees- en kijkplezier gewenst! https://t.co/794vB5Nk95
A,Treinen richting Nijmegen zitten bomvol studenten door #batavierenrace #bata
